col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,id,meta2,vector,meta3,meta6,meta4,meta5,len_vec,hostname,vector_letters,vector_digits,vector_non_letters,vector_entropy,hostname_letters,hostname_digits,hostname_non_letters,hostname_entropy,meta2_letters,meta2_digits,meta2_non_letters,meta2_entropy,len_meta2,vector_0,vector_1,vector_2,hostname_0,hostname_1,hostname_2,meta2_0,meta2_1,meta2_2
2,0,0,0,0,2,1,3,a8c9ff3eaa93180006afc1a90f3a1d34,REQUEST_POST_ARGS.rid,3586058730,200,37.46.129.136,859,"user-agent: mozilla/5.0 (windows nt 10.0; wow64) applewebkit/537.36 (khtml, like gecko) chrome/57.0.2987.133 safari/537.36",10,avtortost.ru,0,10,10,2.5219280948873624,11,0,1,2.8553885422075336,18,0,3,3.784941827437642,21,0.0,0.0,0.0,0.06101594120264053,-0.026351332664489746,0.037026479840278625,-0.003342611016705632,0.004941520281136036,0.011248961091041565
1,0,0,2,0,1,0,4,83a6f45f21df259b0ef9e8f5aab30c0b,reference to,http://6xbrlksu.b.wlrm.tl/a.dtd,405,139.162.176.169,396,mozilla/5.0 (windows nt 6.3; wow64; trident/7.0; rv:11.0) like gecko,31,li1493-169.members.linode.com,22,1,9,3.937751955408586,18,7,11,4.021268494903765,11,0,1,2.751629167387823,12,0.055067382752895355,0.02321469970047474,-0.005648663267493248,0.09160509705543518,0.03637372702360153,0.018179066479206085,-0.061886005103588104,-0.07326909154653549,0.005927756428718567
2,1,0,1,0,1,1,2,60ec99fa08ff11d81ff81e715440708e,REQUEST_GET_ARGS._,470417868,404,46.166.142.221,972,"mozilla/5.0 (linux; android 7.1.1; aquaris x5 plus build/nmf26f) applewebkit/537.36 (khtml, like gecko) chrome/63.0.3239.111 mobile safari/537.36",9,Empty,0,9,9,2.5032583347756456,5,0,0,2.321928094887362,14,0,4,3.197159723424149,18,0.0,0.0,0.0,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.0034901301842182875,-0.02908659540116787,-0.03711789473891258
1,0,0,2,0,1,0,4,8bae7c79b4783963cfd885dda14dcbf0,reference to,http://xksgzuvu.b.wlrm.tl/b.ent,405,139.162.176.169,406,mozilla/5.0 (windows nt 6.3; wow64; trident/7.0; rv:11.0) like gecko,31,li1493-169.members.linode.com,23,0,8,4.091135423220311,18,7,11,4.021268494903765,11,0,1,2.751629167387823,12,0.016099872067570686,0.0566723570227623,-0.0072886147536337376,0.09160509705543518,0.03637372702360153,0.018179066479206085,-0.061886005103588104,-0.07326909154653549,0.005927756428718567
1,2,0,0,2,0,1,2,026ff8f029f390f0bd5df73d5ff8d708,image,../imgbasa/682062393883.jpg,200,95.213.218.50,909,"mozilla/5.0 (linux; u; android 5.0.1; en-us; zte t320 build/lrx21m) applewebkit/534.30 (khtml, like gecko) version/4.0 ucbrowser/10.1.0.527 u3/0.8.0 mobile safari/534.30",27,Empty,10,12,17,3.85619629821938,5,0,0,2.321928094887362,5,0,0,2.321928094887362,5,0.05928795784711838,0.0007691197097301483,0.04127929359674454,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,-0.014378750696778297,0.002191490028053522,-0.036335282027721405
2,1,0,0,1,0,1,3,6d525d4b34ea8ab95f832823a8972975,pass,1234567890,302,178.65.75.44,976,mozilla/5.0 (windows nt 6.1; wow64; rv:54.0) gecko/20100101 firefox/54.0,10,pppoe.178-65-75-44.dynamic.avangarddsl.ru,0,10,10,3.321928094887362,25,9,16,4.375487065435391,4,0,0,1.5,4,0.0,0.0,0.0,0.02649501897394657,-0.017009546980261803,-0.0006300415843725204,-0.01479552686214447,0.023060627281665802,0.0687623918056488
0,1,2,0,2,1,1,1,70246bdd0c334033f44e2ead18ad107e,commerce_price_amount%5Bmin%5D,commerce_price_amount%5bmin%5d,200,157.55.39.111,484,mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),30,msnbot-157-55-39-111.search.msn.com,24,2,6,3.856564762130954,18,10,17,3.957295873840569,24,2,6,3.856564762130954,30,-0.003626141929998994,0.043568503111600876,0.007670502178370953,0.05570661276578903,0.011945171281695366,0.031013179570436478,-0.004558573476970196,0.040077969431877136,0.011876077391207218
2,0,2,0,1,0,0,3,7f021b59e2bfe7e862c1930af889c33c,pwd,jordan,200,94.29.242.245,456,mozilla/5.0 (windows nt 6.1; wow64; rv:40.0) gecko/20100101 firefox/40.1,6,Empty,6,0,0,2.584962500721156,5,0,0,2.321928094887362,3,0,0,1.584962500721156,3,-0.015063521452248096,-0.05836617946624756,-0.005650452803820372,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,-0.008016509935259819,0.03202420100569725,0.03764567896723747
1,0,1,0,1,0,1,4,87cc06ac494c4c9242942e7dda72f2ea,pwd,michelle,200,75.132.202.110,458,mozilla/5.0 (windows nt 6.1; wow64; rv:40.0) gecko/20100101 firefox/40.1,8,075-132-202-110.res.spectrum.com,8,0,0,2.5,14,12,18,3.944548827786958,3,0,0,1.584962500721156,3,0.039388593286275864,0.022105490788817406,0.05661775544285774,0.03415052965283394,0.017401807010173798,0.005273541901260614,-0.008016509935259819,0.03202420100569725,0.03764567896723747
1,0,0,2,0,1,0,4,29cb89293966bf1a8ba44f7ddbd0e30e,a,http://x5vhnsam.a.wlrm.tl/a.dtd,405,139.162.186.136,413,mozilla/5.0 (windows nt 6.3; wow64; trident/7.0; rv:11.0) like gecko,31,li1503-136.members.linode.com,22,1,9,3.873235826376328,18,7,11,4.021268494903765,1,0,0,-0.0,1,0.04862893372774124,0.0235555749386549,0.018561232835054398,0.09160509705543518,0.03637372702360153,0.018179066479206085,0.0,0.0,0.0
2,0,0,0,0,1,1,4,58dc89342bba5ec8d67784a53e23c091,REQUEST_COOKIES.LtpaToken2,70uvigkaywi 3obzc9mb8ozpfipmxvzvafcaifp8jxmwi6lsjuky41fuek1xm14zoheqpzdvt7pddurdeeaqsueozkprvi dgxbvaev0zvgetx70taci9gjbqlxkzkdvriarn8nygylzgub3pzu4vuq xczkytokqb4yswrxdh5e/r9q0g53bl1phcjtdekc7apu4hppjunklli0a5iu3ffyvjbwmsdwiabtsmjz2g7orrqytqejxevmfg4qtum/hlqzeoa82mmudmoks9w7iy8o2hmq bczbpo9pg0lqpii4 li3vrxmvttsur58ru3yjf3rlbl3n6nldaupdh/fn3z/wfpz oc24kjl598sgxnx7achk ijfkl7opmeoqg2zzcbgsbhz8bozofho7j7jnfpda1s1dpv5hbwjma0/wit0f5q3dskm6fdswjobsfk4jedd8nzaw/ ejxdlcxi1a4pv0/0yvyqvqg8tpfetgngmhr7nadjltuqb0o4qpew6bchdwbk7rk cxszpxlpvrqhobzds35jz0lq9aydf6gnb3ihdkrjaisxri1huzbfthyxmusriwrcml14cfu /5em3wwcqcv0pmkccby1d qvptf3flux7a0o99xnbjl,404,46.8.138.101,1541,mozilla/5.0 (windows nt 6.1; win64; x64; rv:57.0) gecko/20100101 firefox/57.0,640,Empty,520,101,120,5.159862727311673,5,0,0,2.321928094887362,23,1,3,4.286790198827112,26,0.004085418302565813,0.006951645482331514,0.005144305061548948,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,-0.02694849669933319,-0.0046944948844611645,-0.011222771368920803
2,1,0,0,0,0,2,3,d621bf4ac164705f7ed2e226b2ebe014,REQUEST_GET_ARGS._,3560078,404,217.118.78.91,885,"mozilla/5.0 (windows nt 5.1) applewebkit/537.36 (khtml, like gecko) chrome/49.0.2623.112 safari/537.36",7,Empty,0,7,7,2.521640636343318,5,0,0,2.321928094887362,14,0,4,3.197159723424149,18,0.0,0.0,0.0,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.0034901301842182875,-0.02908659540116787,-0.03711789473891258
1,0,1,0,1,0,1,4,64942716dca83b30d25b56826267fcf3,cat,"1 and(select 1 from(select count(*),concat((select (select (select concat(0x27,0x7e,unhex(hex(cast(cc_users.user_email as char))),0x5e,unhex(hex(cast(cc_users.user_password as char))),0x27,0x7e) from `u10019`.cc_users limit 124937,1) ) from `information_schema`.tables limit 0,1),floor(rand(0)*2))x from `information_schema`.tables group by x)a) and 1=1",200,188.191.21.201,757,mozilla/4.0 (compatible; msie 7.0; windows nt 5.1; sv1; .net clr 2.0.50727),353,Empty,231,32,122,4.771070045866547,5,0,0,2.321928094887362,3,0,0,1.584962500721156,3,-0.01387435756623745,0.00964306015521288,-0.017342884093523026,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.09840408712625504,-0.07091053575277328,0.00418731989338994
1,0,0,2,0,0,1,4,475380987ff3e8dc22d214ba1185fcfd,tab_id,13|{${print(chr(49).chr(55).chr(73).chr(53).chr(51).chr(48).chr(86).chr(65).chr(117).chr(52))}},200,46.148.48.24,391,|{${print(chr(49).chr(55).chr(73).chr(53).chr(51).chr(48).chr(86).chr(65).chr(117).chr(52))}},95,46-148-48-24.arznet.ru,35,23,60,3.944657789044113,8,9,14,3.60693673217532,5,0,1,2.584962500721156,6,-0.09015747159719467,-0.008677723817527294,0.13898752629756927,0.06351137161254883,-0.05487808957695961,0.0325220488011837,0.03049645572900772,0.061733826994895935,0.01978283002972603
1,0,1,1,1,0,0,4,b48c9094bc145a758f930f4a6e8d649a,body,"[b][url=http://tiffany.curitum.ru/]tiffany jewelry[/url][/b]
[b][url=http://tiffany.curitum.ru/]tiffany & co[/url][/b]
<strong>",200,221.229.170.77,1210,mozilla/5.0 (windows nt 6.1; wow64; rv:34.0) gecko/20100101 firefox/34.0,129,Empty,85,0,44,4.596032975705459,5,0,0,2.321928094887362,4,0,0,2.0,4,0.0016828053630888462,0.03652065992355347,-0.02987445890903473,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,-0.0607282891869545,0.08263767510652542,0.09446422755718231
1,1,1,2,0,0,0,3,a0024755104421d78c06006c0ffe9418,,mozilla/4.0 (compatible; msie 7.0; windows nt 10.0; wow64; trident/7.0; .net4.0c; .net4.0e; tablet pc 2.0; microsoft outlook 16.0.4732; ms-office; msoffice 16),200,91.191.189.4,530,mozilla/4.0 (compatible; msie 7.0; windows nt 10.0; wow64; trident/7.0; .net4.0c; .net4.0e; tablet pc 2.0; microsoft outlook 16.0.4732; ms-office; msoffice 16),159,mail.tavriarus.ru,88,26,71,4.593369542211087,15,0,2,3.1751231351134614,0,0,0,0.0,0,-0.0060437205247581005,0.039737407118082047,-0.03593023121356964,0.050851982086896896,-0.018340958282351494,0.0524870865046978,0.0,0.0,0.0
2,0,1,0,0,0,2,3,e477b96f95decb18540c27df7187f9f9,path,../htm/book_e_phis/files.book,200,94.231.22.6,594,"mozilla/5.0 (windows nt 10.0; wow64) applewebkit/537.36 (khtml, like gecko) chrome/40.0.2214.93 safari/537.36",29,squid2.s-vfu.ru,21,0,8,3.771437029461126,11,1,4,3.3232314287976203,4,0,0,2.0,4,0.0053822631016373634,0.0034880239982157946,-0.02372639998793602,0.0064330571331083775,0.017059942707419395,0.05153791233897209,0.015656189993023872,0.026461469009518623,-0.07380228489637375
1,1,1,0,0,2,2,1,bb384907d4f090db15de7721fec0ad4f,https://lh3_googleusercontent_com/-YDOM0Y8VdFM/TLw7fvlGqAI/AAAAAAAAAD8/Grv2yJN9rl8-SBhXZivmPohZiaGA_k37ACHM/%D1%84%D0%BE%D1%82%D0%BE+%D0%95%D0%BB%D0%B5%D0%BD%D0%B0+%D0%90%D0%BD%D1%82%D0%BE%D1%85%D0%B8%D0%BD%D0%B0+17_jpg,https://lh3_googleusercontent_com/-ydom0y8vdfm/tlw7fvlgqai/aaaaaaaaad8/grv2yjn9rl8-sbhxzivmpohziaga_k37achm/%d1%84%d0%be%d1%82%d0%be+%d0%95%d0%bb%d0%b5%d0%bd%d0%b0+%d0%90%d0%bd%d1%82%d0%be%d1%85%d0%b8%d0%bd%d0%b0+17_jpg,404,141.8.184.19,639,mozilla/5.0 (compatible; yandexbot/3.0; +http://yandex.com/bots),219,141.8.184.19-vpn.dhcp.yndx.net,123,45,96,4.697154071335071,14,9,16,3.6980685120588386,123,45,96,5.000253807146772,219,-0.010165662504732609,7.240437116706744e-05,0.015991758555173874,-0.01398200448602438,0.031176192685961723,0.03374486416578293,-0.007729648146778345,0.006416391581296921,0.03147585690021515
3,1,0,0,1,0,2,1,248e0993aae19ca67cd4ead30488a835,"¾?_?-??#?zÌb?lôîÙ$õç¾,³?Þh%?ÂMáF)·æÀîwsô Wg?}¾çþzã©ÿ","¾?_?-??#?zìb?lôîù$õç¾,³?þh%?âmáf)·æàîwsô wg?}¾çþzã©ÿ",200,188.43.52.163,81897,curl/7.22.0 (i686-pc-linux-gnu) libcurl/7.22.0 openssl/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3,61,Empty,28,1,33,5.155586312724454,5,0,0,2.321928094887362,28,1,33,5.221160083216257,61,-0.041830044239759445,0.032444342970848083,0.006619377993047237,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,-0.03155078738927841,0.0205196775496006,0.002229834906756878
2,1,0,1,0,0,1,3,e652364796c37a2535f2557c4e692fb5,Referer,file:///applications/install/8d1d6751-99d6-df11-a844-00237de2db9e/install/,301,31.173.85.84,259,nativehost,74,Empty,41,21,33,4.457226974781005,5,0,0,2.321928094887362,7,0,0,1.8423709931771084,7,-0.05542421713471413,-0.008016563020646572,-0.018489914014935493,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.040736131370067596,-0.020673541352152824,0.015498594380915165
2,1,1,0,1,0,0,3,b17ea7f67785d036e7c68c04f7c442fe,User-Agent,mozilla/5.00 (nikto/2.1.6) (evasions:none) (test:003090),404,213.108.201.228,296,mozilla/5.00 (nikto/2.1.6) (evasions:none) (test:003090),56,213-108-201-228.oren-sms.ru,28,12,28,4.422553582385556,9,12,18,3.6158175946759337,9,0,1,3.121928094887362,10,-0.017615225166082382,0.006701930426061153,-0.01633567176759243,0.001661693095229566,0.008763509802520275,0.019704850390553474,0.02386842854321003,-0.027549009770154953,-0.001856254879385233
0,1,0,1,1,0,1,4,93d6fa7b88362dfa634ae1b05ead4435,"i6=AB8BCB_H5;:>2>4AB20_#,_y_-_K@0I820=85_8_M:A?>@B_O8F_(3@5=0)_BCB>2>3>_H5;","i6=ab8bcb_h5;:>2>4ab20_#,_y_-_k@0i820=85_8_m:a?>@b_o8f_(3@5=0)_bcb>2>3>_h5;",200,77.88.251.157,2223,"mozilla/5.0 (windows nt 6.1; wow64) applewebkit/537.36 (khtml, like gecko) chrome/52.0.2743.116 yabrowser/16.9.1.1131 yowser/2.5 safari/537.36",83,Empty,21,21,62,4.7233609946641835,5,0,0,2.321928094887362,21,21,62,4.747457380206352,83,-0.04574184864759445,0.01949302852153778,-0.04139384627342224,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,-0.06363936513662338,0.08458488434553146,-0.013239757157862186
1,1,0,0,0,1,0,5,ee4c5c7c55c6b9abb75618b1a98ad6c0,pwd,trustno1,404,139.129.14.230,380,mozilla/5.0 (windows nt 6.1; rv:5.0) gecko/20100101 firefox/5.0,8,Empty,7,1,1,2.75,5,0,0,2.321928094887362,3,0,0,1.584962500721156,3,0.02053019031882286,-0.013427052646875381,0.01576794870197773,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,-0.008016509935259819,0.03202420100569725,0.03764567896723747
3,0,1,0,0,0,1,3,9503816e4669c3e418a629c66c314039,Authorization,"sp digest username=\""%d0%bd%d0%b8%d0%ba%d0%be%d0%bb%d0%b0%d0%b5%d0%b2%d0%b0+%d0%bc%d0%b0%d1%80%d0%b8%d1%8f\""\""\""",401,176.59.85.14,295,android,112,Empty,48,24,64,3.6514036572753663,5,0,0,2.321928094887362,13,0,0,3.238901256602631,13,-0.04580424353480339,-0.024162011221051216,-0.010772887617349625,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,-0.014947284944355488,0.025429492816329002,0.012519272044301033
1,0,0,2,0,1,0,4,cc585126f8b4f26469c696a46e0a43a8,a,http://5dcj301u.b.wlrm.tl/a.dtd,405,139.162.170.84,413,mozilla/5.0 (windows nt 6.3; wow64; trident/7.0; rv:11.0) like gecko,31,li1487-84.members.linode.com,19,4,12,4.0667842134731025,18,6,10,3.940759832540089,1,0,0,-0.0,1,0.04185453802347183,0.03498098999261856,0.00913749448955059,0.09160509705543518,0.03637372702360153,0.018179066479206085,0.0,0.0,0.0
1,0,0,0,0,1,1,5,13c351ea58f9d00d635f1a26e5f63b6a,REQUEST_COOKIES.gglck,caesektqbuoqawbqhknl-gkuwhy,302,217.175.140.69,601,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/54.0.2840.59 safari/537.36",27,Empty,26,0,1,3.958229168669879,5,0,0,2.321928094887362,19,0,2,3.880179922675737,21,0.005413200706243515,0.003678754670545459,0.1125526949763298,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,-0.012666652910411358,-0.010843255557119846,-0.011601146310567856
2,1,1,0,0,0,1,3,daaf7eaf2d9707f3727dcb26917db5d0,REQUEST_HEADERS.User-Agent,"mozilla/5.0 (windows nt 6.1; wow64) applewebkit/537.36 (khtml, like gecko) chrome/38.0.2125.111 safari/537.36 opr/25.0.1614.68",302,37.29.40.40,964,"mozilla/5.0 (windows nt 6.1; wow64) applewebkit/537.36 (khtml, like gecko) chrome/38.0.2125.111 safari/537.36 opr/25.0.1614.68",126,Empty,59,35,67,4.868225387381033,5,0,0,2.321928094887362,23,0,3,4.008132025833399,26,-0.01703721471130848,0.04875018820166588,-0.018503325060009956,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,-0.00619670283049345,-0.017514320090413094,-0.015246444381773472
2,0,0,1,0,1,1,3,57fd405a9c3d6a5256cbd7e0d76e5727,,mozilla/4.0 (compatible; msie 7.0; windows nt 6.1; trident/7.0; slcc2; .net clr 2.0.50727; .net clr 3.5.30729; .net clr 3.0.30729; media center pc 6.0; .net4.0c; .net4.0e; infopath.2; msoffice 12),304,195.230.101.30,901,mozilla/4.0 (compatible; msie 7.0; windows nt 6.1; trident/7.0; slcc2; .net clr 2.0.50727; .net clr 3.5.30729; .net clr 3.0.30729; media center pc 6.0; .net4.0c; .net4.0e; infopath.2; msoffice 12),196,Empty,96,39,100,4.526676198072096,5,0,0,2.321928094887362,0,0,0,0.0,0,-0.025974411517381668,0.052339546382427216,-0.034741539508104324,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.0,0.0,0.0
1,2,0,1,1,0,0,3,b36d6c9f526ba10c9a18e3d95927a445,,post\';\'multipart/form-data; boundary=4650367b56d85\';\',200,146.185.223.238,1732,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/58.0.3029.110 safari/537.36",57,Empty,31,11,26,4.630621154287883,5,0,0,2.321928094887362,0,0,0,0.0,0,0.0075949979946017265,-0.0150245800614357,-0.05385156720876694,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.0,0.0,0.0
0,2,2,1,1,1,0,1,b2709ed70b16fd391fcf0d84c8475959,REQUEST_PATH,/kfo/activity/documents,200,66.249.64.197,321,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),23,crawl-66-249-64-197.googlebot.com,20,0,3,3.849223912390625,17,10,16,4.051821770808045,11,0,1,3.2516291673878226,12,0.02541636861860752,-0.0058699301443994045,-0.007290257140994072,0.09734135866165161,0.03411997854709625,-0.009717222303152084,-0.00936772022396326,0.014710280112922192,-0.04701574891805649
0,1,2,0,2,1,1,1,5854a158f63c187920576cad1c3d18c3,AutoIDLike'%-38-%',autoidlike'%-38-%',200,207.46.13.166,334,mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),18,msnbot-207-46-13-166.search.msn.com,10,2,8,3.7254805569978675,18,10,17,4.128724445269141,10,2,8,3.8365916681089787,18,-0.018335623666644096,0.070127472281456,0.0249718576669693,0.05570661276578903,0.011945171281695366,0.031013179570436478,-0.015470998361706734,0.06364276260137558,0.022065671160817146
1,2,0,0,0,1,1,3,4f68724f124c96655e58f34a29c77fbb,REQUEST_GET_ARGS._,1516638231636,404,89.36.167.155,1126,"mozilla/5.0 (linux; android 5.1.1; sm-g531h build/lmy48b) applewebkit/537.36 (khtml, like gecko) chrome/62.0.3202.84 mobile safari/537.36",13,Empty,0,13,13,2.353533948577482,5,0,0,2.321928094887362,14,0,4,3.197159723424149,18,0.0,0.0,0.0,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.0034901301842182875,-0.02908659540116787,-0.03711789473891258
1,0,0,2,0,1,0,4,02efaa2eb1868fa11e7cf8dd2885f07b,reference to,http://2nplmbc4.b.wlrm.tl/a.dtd,302,139.162.151.155,467,mozilla/5.0 (windows nt 6.3; wow64; trident/7.0; rv:11.0) like gecko,31,li1418-155.members.linode.com,21,2,10,3.873235826376328,18,7,11,3.926272374139508,11,0,1,2.751629167387823,12,0.041702233254909515,0.032242339104413986,0.0009036604315042496,0.09160509705543518,0.03637372702360153,0.018179066479206085,-0.061886005103588104,-0.07326909154653549,0.005927756428718567
1,1,0,1,0,1,2,2,feac966e576e1db4e62b0adb59498328,,"
--boundaryemae
content-disposition: form-data; name=""data""; filename=""c:\users\nataliaakhmedova\appdata\local\temp\23\v8_b1db_695.was""
content-type: application/x-zip-compressed


delete from sc_tagged_objects where tag_id not in('13') and object_id='701'",200,185.70.104.11,965,mozilla/4.0 (compatible; win32; winhttp.winhttprequest.5),256,Empty,186,12,70,4.952183350632513,5,0,0,2.321928094887362,0,0,0,0.0,0,-0.00039720279164612293,-0.016160350292921066,-0.02771729975938797,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.0,0.0,0.0
1,0,0,2,0,1,0,4,ab2ee3ea7a85e84f2246bfbb0eff3e8b,a,http://c4tphtah.b.wlrm.tl/a.dtd,302,139.162.186.136,393,mozilla/5.0 (windows nt 6.3; wow64; trident/7.0; rv:11.0) like gecko,31,li1503-136.members.linode.com,22,1,9,3.6309850197851365,18,7,11,4.021268494903765,1,0,0,-0.0,1,0.03345358371734619,0.0249475110322237,0.012479225173592567,0.09160509705543518,0.03637372702360153,0.018179066479206085,0.0,0.0,0.0
1,1,0,0,0,1,2,3,c2baf845d8771863802d30f6abf33812,pll_language,file:///../../..//etc/passwd,504,83.217.200.78,375,arachni/v1.4,28,Empty,13,0,15,3.2534343861887853,5,0,0,2.321928094887362,11,0,1,2.8553885422075336,12,-0.003653288818895817,-0.002459365874528885,0.021618930622935295,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,-0.051660798490047455,-0.05472293496131897,0.07352294027805328
1,2,0,1,0,0,1,3,47341c183480b13abe3e4446d2326d86,REQUEST_GET_ARGS._,825196730,404,85.140.1.43,1002,"mozilla/5.0 (linux; android 7.1.1; ta-1053 build/nmf26f) applewebkit/537.36 (khtml, like gecko) chrome/56.0.2924.87 mobile safari/537.36",9,43.mtsnet.ru,0,9,9,3.169925001442312,8,2,4,3.2516291673878226,14,0,4,3.197159723424149,18,0.0,0.0,0.0,0.052671339362859726,-0.009504512883722782,0.05515621602535248,0.0034901301842182875,-0.02908659540116787,-0.03711789473891258
1,0,2,0,0,2,0,3,d659298fddb761b32346a9de43ef815e,pwd,7777777,200,88.207.42.115,457,mozilla/5.0 (windows nt 6.1; wow64; rv:40.0) gecko/20100101 firefox/40.1,7,dh207-42-115.xnet.hr,0,7,7,-0.0,8,8,12,3.821928094887362,3,0,0,1.584962500721156,3,0.0,0.0,0.0,0.0048614791594445705,-0.016715360805392265,-0.01054033637046814,-0.008016509935259819,0.03202420100569725,0.03764567896723747
1,1,0,1,2,0,0,3,359f0268bb90a396619f1ec15c401b8d,Referer,file://localhost/mtd_down/widgets/user/nstreamlmod/index.html?country=ua&language=21&lang=ru&modelid=genoa_moip&server=operation&remocon=0_650_259_13&area=paneuro&product=0&mgrver=3.745,200,176.121.195.26,654,mozilla/5.0 (windows; u; en-us; rv:1.8.1.11; gecko/20071129; firefox/2.5.0) maple 6.0.00067 navi,185,ip176-121-195-26.element.dn.ua,136,16,49,4.759132958806614,13,11,17,3.964735178725505,7,0,0,1.8423709931771084,7,0.0047076973132789135,-0.010689791291952133,-0.01579979993402958,0.01569232903420925,-0.017340701073408127,-0.02667010948061943,0.040736131370067596,-0.020673541352152824,0.015498594380915165
1,0,2,0,1,0,1,3,31736eee863092df87b127dc115a07c6,,/.git/refs/remotes,404,185.5.140.253,297,"mozilla/5.0 (windows nt 6.1) applewebkit/537.36 (khtml, like gecko) chrome/28.0.1468.0 safari/537.36",18,140.5.185.253.static.ural.ru,14,0,4,3.30827083453526,12,10,16,3.726474118254376,0,0,0,0.0,0,0.017488893121480942,0.02462250180542469,0.01421482115983963,0.07503212243318558,-0.035762786865234375,0.014902942813932896,0.0,0.0,0.0
1,0,0,0,1,1,1,4,c9242bd2f2f520f18e8167f3a15c018c,RESPONSE_HEADERS.AN-X-Request-Uuid,03288010-9df6-4012-8614-87e37ada3afa,302,217.175.140.69,2651,mozilla/5.0 (compatible; msie 10.0; windows nt 6.1; wow64; trident/6.0),36,Empty,9,23,27,3.68354236243323,5,0,0,2.321928094887362,29,0,5,4.1973257087065035,34,-0.0327439047396183,0.038294047117233276,-0.06832053512334824,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,-0.01747806742787361,-0.03407561406493187,0.0034997568000108004
1,1,0,0,0,1,2,3,72cb79d984ac43cf1e5f08ce2b9b1ee4,REQUEST_GET_ARGS._,198359118,404,37.21.241.187,865,"mozilla/5.0 (iphone; cpu iphone os 11_2_2 like mac os x) applewebkit/604.4.7 (khtml, like gecko) version/11.0 mobile/15c202 safari/604.1",9,Empty,0,9,9,2.197159723424149,5,0,0,2.321928094887362,14,0,4,3.197159723424149,18,0.0,0.0,0.0,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.0034901301842182875,-0.02908659540116787,-0.03711789473891258
1,1,0,1,1,0,1,3,6e674e531e11b0ecb706cd9ed159727d,manufacturers_id,415{${print(chr(49).chr(55).chr(73).chr(53).chr(51).chr(48).chr(86).chr(65).chr(117).chr(52))}},200,77.221.130.13,399,{${print(chr(49).chr(55).chr(73).chr(53).chr(51).chr(48).chr(86).chr(65).chr(117).chr(52))}},95,77.221.130.13.addr.datapoint.ru,35,24,60,3.9010608474643624,15,10,16,3.671149939070186,15,0,1,3.625,16,-0.09015747159719467,-0.008677723817527294,0.13898752629756927,0.018468255177140236,0.008682062849402428,-0.002067777095362544,0.0422854945063591,0.061387013643980026,0.007474937941879034
2,0,0,1,0,1,0,4,a3c606bcb58eb040982b0dea9335dbbc,Referer,file://localhost/mtd_down/widgets/user/nstreamlmod_3_0/index.html?country=ru&language=21&lang=ru&modelid=genoa_moip&server=operation&remocon=0_650_259_13&area=paneuro&product=0&mgrver=3.745,200,176.62.189.215,508,mozilla/5.0 (windows; u; en-us; rv:1.8.1.11; gecko/20071129; firefox/2.5.0) maple 6.0.00067 navi,189,Empty,136,18,53,4.772450876532733,5,0,0,2.321928094887362,7,0,0,1.8423709931771084,7,0.010486670769751072,-0.00244793645106256,-0.0030732632149010897,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.040736131370067596,-0.020673541352152824,0.015498594380915165
1,1,0,0,2,1,0,3,f89977bd4916a8f233974cff64d6772f,pwd,whatever,200,91.104.196.114,458,mozilla/5.0 (windows nt 6.1; wow64; rv:40.0) gecko/20100101 firefox/40.1,8,netacc-gpn-104-196-114.pool.telenor.hu,8,0,0,2.75,22,9,16,4.063202513215852,3,0,0,1.584962500721156,3,-0.02646920271217823,0.023024652153253555,-0.027186153456568718,-0.01783258281648159,0.03530813381075859,-0.013233882375061512,-0.008016509935259819,0.03202420100569725,0.03764567896723747
